date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:36:57	23040/23040	---M--	200	added ('OK')	image/jpeg	etag:%225a00-54844a49aaef7%22	https://www.masmn.org/wp-content/uploads/Foodshelf3-e1486834540821-225x300.jpg	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-content/uploads/Foodshelf3-e1486834540821-225x300.jpg	(from https://www.masmn.org/mas-give/)
22:36:58	2203/2203	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:36:57%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fmas-youth%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed8916.json	(from https://www.masmn.org/mas-youth/)
22:36:58	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:36:57%20GMT	https://www.masmn.org/?p=307	C:/My%20Web%20Sites/masmn/www.masmn.org/index2915.html	(from https://www.masmn.org/mas-youth/)
22:36:58	2300/2300	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:36:57%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fmas-youth%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed84b1	(from https://www.masmn.org/mas-youth/)
22:36:58	2262/2262	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:36:58%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Ftarbiya%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed64cd.json	(from https://www.masmn.org/tarbiya/)
22:36:59	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:36:58%20GMT	https://www.masmn.org/?p=305	C:/My%20Web%20Sites/masmn/www.masmn.org/index4720.html	(from https://www.masmn.org/tarbiya/)
22:36:59	2359/2359	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:36:58%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Ftarbiya%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embedb501	(from https://www.masmn.org/tarbiya/)
22:36:59	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:36:59%20GMT	https://www.masmn.org/?p=364	C:/My%20Web%20Sites/masmn/www.masmn.org/index0364.html	(from https://www.masmn.org/pace/)
22:36:59	2296/2296	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:36:59%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fpace%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embede2d0.json	(from https://www.masmn.org/pace/)
22:37:00	2395/2395	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:36:59%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fpace%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embedaaa1	(from https://www.masmn.org/pace/)
22:37:00	2223/2223	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:37:00%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fsunday-school%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embedc72b.json	(from https://www.masmn.org/sunday-school/)
22:37:00	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:37:00%20GMT	https://www.masmn.org/?p=373	C:/My%20Web%20Sites/masmn/www.masmn.org/index7080.html	(from https://www.masmn.org/sunday-school/)
22:37:01	2320/2320	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:37:00%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fsunday-school%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embeda3f2	(from https://www.masmn.org/sunday-school/)
22:37:01	2284/2284	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:37:01%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Flectures-public-events%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed7253.json	(from https://www.masmn.org/lectures-public-events/)
22:37:01	18575/18575	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202017%2003:37:01%20GMT	https://www.masmn.org/sunday-school-blaine-community-center/	C:/My%20Web%20Sites/masmn/www.masmn.org/sunday-school-blaine-community-center/index.html	(from https://www.masmn.org/sunday-school/)
22:37:01	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:37:01%20GMT	https://www.masmn.org/?p=371	C:/My%20Web%20Sites/masmn/www.masmn.org/index9f0a.html	(from https://www.masmn.org/lectures-public-events/)
22:37:01	2383/2383	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:37:01%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Flectures-public-events%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed4afd	(from https://www.masmn.org/lectures-public-events/)
22:37:02	0/0	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Sat,%2009%20Sep%202017%2003:37:02%20GMT	https://www.masmn.org/?p=328	C:/My%20Web%20Sites/masmn/www.masmn.org/indexc518.html	(from https://www.masmn.org/masjid-taqwa/)
22:37:03	2227/2227	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:37:02%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fmasjid-taqwa%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embed52ba.json	(from https://www.masmn.org/masjid-taqwa/)
22:37:03	2324/2324	---M-Z	200	added ('OK')	text/xml	date:Sat,%2009%20Sep%202017%2003:37:03%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fmasjid-taqwa%2F&format=xml	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embedfb0a	(from https://www.masmn.org/masjid-taqwa/)
22:37:04	17889/17889	---M-Z	200	added ('OK')	text/html	date:Sat,%2009%20Sep%202017%2003:37:03%20GMT	https://www.masmn.org/masjid-taqwa-purchase-project/	C:/My%20Web%20Sites/masmn/www.masmn.org/masjid-taqwa-purchase-project/index.html	(from https://www.masmn.org/masjid-taqwa/)
22:37:04	2263/2263	---M--	200	added ('OK')	application/json	date:Sat,%2009%20Sep%202017%2003:37:04%20GMT	https://www.masmn.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.masmn.org%2Fbcc%2F	C:/My%20Web%20Sites/masmn/www.masmn.org/wp-json/oembed/1.0/embedc6a9.json	(from https://www.masmn.org/bcc/)
